name,salary_from,salary_to,salary_currency,area_name,published_at
Слесарь КИП и А,,80000,RUR,Раменское,2022-11-22T14:25:06+0300
Системный аналитик,50000,100000,RUR,Санкт-Петербург,2022-11-22T17:27:49+0300
Руководитель проектов развития инфраструктуры,,,,Москва,2022-11-22T15:42:27+0300
Системный администратор,60000,,RUR,Санкт-Петербург,2022-11-22T17:05:49+0300
Java-разработчик,,,,Воронеж,2022-11-22T12:10:57+0300
Релиз-менеджер,,,,Москва,2022-11-22T14:34:33+0300
Методолог бизнес-процессов/Бизнес-аналитик,80000,100000,RUR,Тюмень,2022-11-22T17:50:20+0300
Сервисный инженер по обслуживанию POS-терминалов и банкоматов,32000,70000,RUR,Новосибирск,2022-11-22T14:58:42+0300
Программист 1 С,100000,,RUR,Сарапул,2022-11-22T14:12:09+0300
Writer ADME,,,,Ташкент,2022-11-22T14:38:55+0300
Дизайнер,,,,Красная Поляна,2022-11-22T14:49:07+0300
Специалист по Data Science,,,,Тюмень,2022-11-22T15:34:35+0300
BIM-специалист,,,,Екатеринбург,2022-11-22T12:51:31+0300
Интегратор CRM,50000,120000,RUR,Казань,2022-11-22T16:49:06+0300
Механик,110000,,RUR,Усть-Луга,2022-11-22T15:57:22+0300
Разработчик C++,,,,Нижний Новгород,2022-11-22T13:37:55+0300
Разработчик Python - Тестировщик в команду Data&AI,,,,Уфа,2022-11-22T14:33:33+0300
Консультант 1с,85000,100000,RUR,Санкт-Петербург,2022-11-22T13:31:26+0300
"Frontend-разработчик Middle, Vue",150000,,RUR,Москва,2022-11-22T16:31:27+0300
Инженер технической поддержки,30000,35000,RUR,Воронеж,2022-11-22T13:59:43+0300
Инженер электронщик АСУ ТП,70000,80000,RUR,Киров (Кировская область),2022-11-22T15:44:46+0300
Механик,52000,,RUR,Нижний Новгород,2022-11-22T16:36:02+0300
Механик по транспорту,50000,75000,RUR,Новокузнецк,2022-11-22T12:04:05+0300
Инженер (начинающий специалист),41750,47000,RUR,Санкт-Петербург,2022-11-22T17:14:17+0300
Аналитик данных (клиентский опыт),,,,Москва,2022-11-22T13:28:30+0300
Backend Developer (remote),,,,Ростов-на-Дону,2022-11-22T15:38:09+0300
Программист,40000,45000,RUR,Самара,2022-11-22T12:13:04+0300
Middle коммуникационный дизайнер в команду бренда Яндекс Практикума,,,,Санкт-Петербург,2022-11-22T16:27:44+0300
Дизайнер (упаковка),70000,80000,RUR,Москва,2022-11-22T17:09:28+0300
Middle BackEnd программист,,,,Ташкент,2022-11-22T12:27:14+0300
Инсталлятор,50000,,RUR,Рамонь,2022-11-22T17:25:37+0300
Сервисный инженер (оборудование для анализа нефти и нефтепродуктов),,,,Москва,2022-11-22T12:50:32+0300
Ведущий сервисный инженер,44000,,RUR,Донской,2022-11-22T14:04:14+0300
Разработчик Python,150000,350000,RUR,Москва,2022-11-22T15:20:43+0300
Data Engineer,,,,Москва,2022-11-22T17:25:27+0300
Механизатор,70000,85000,RUR,Тула,2022-11-22T16:04:33+0300
Senior Project Manager (IT Support Team),,,,Тбилиси,2022-11-22T17:57:26+0300
Инженер второй линии продуктовой поддержки,,,,Санкт-Петербург,2022-11-22T12:31:39+0300
Front-end разработчик (Видеонаблюдение b2b),,,,Москва,2022-11-22T13:15:28+0300
Android-разработчик в Вертикали,,,,Москва,2022-11-22T17:49:34+0300
Токарь ( Пермь ),102000,,RUR,Екатеринбург,2022-11-22T12:08:58+0300
Бизнес-аналитик,,,,Таджикистан,2022-11-22T14:58:43+0300
Машинист мостового крана,75000,,RUR,Краснодар,2022-11-22T13:12:35+0300
Системный администратор,,35000,RUR,Ростов-на-Дону,2022-11-22T17:04:55+0300
Руководитель проектов/ Project manager/ Service delivery (IT),,,,Москва,2022-11-22T16:20:41+0300
Механик,,,,Ростов-на-Дону,2022-11-22T15:01:18+0300
Механик производства (оборудование)/слесарь по ремонту оборудования.,,,,Плавск,2022-11-22T16:05:22+0300
Системный администратор,30000,45000,RUR,Нижний Новгород,2022-11-22T17:05:12+0300
Бизнес-аналитик в Авто.ру,,,,Армения,2022-11-22T17:27:32+0300
IT Service Management Coordinator,,,,Владимир,2022-11-22T13:15:06+0300
Graphic Designer (Marketing),,,,Черногория,2022-11-22T17:16:19+0300
Токарь,115000,,RUR,Нижний Новгород,2022-11-22T15:17:24+0300
Разработчик банковского ПО,,,,Астрахань,2022-11-22T14:12:47+0300
Арт-директор,300000,,KZT,Алматы,2022-11-22T12:02:44+0300
Токарь,65000,70000,RUR,Зеленодольск (Республика Татарстан),2022-11-22T17:17:46+0300
Ведущий специалист IT Западно-Казахстанской области,80000,80000,KZT,Уральск,2022-11-22T13:03:00+0300
Сервисный инженер по ремонту медицинской техники,,,,Алматы,2022-11-22T13:41:31+0300
Электромеханик крановой группы,130000,,RUR,Санкт-Петербург,2022-11-22T12:09:12+0300
Программист 1С,60000,100000,RUR,Иваново (Ивановская область),2022-11-22T16:27:10+0300
Фрезеровщик (Пермь),102000,,RUR,Челябинск,2022-11-22T12:04:23+0300
Ведущий менеджер проектов / руководитель группы Project management,150000,,RUR,Санкт-Петербург,2022-11-22T16:29:47+0300
Эксперт по автоматизации тестирования 1С,,217000,RUR,Москва,2022-11-22T14:57:49+0300
Project Manager (Operational Department),80000,,RUR,Москва,2022-11-22T14:02:05+0300
Специалист-консультант 1С (оперативный учёт),,,,Ярославль,2022-11-22T16:33:40+0300
Инженер-программист АСУ ТП КИПиА / пищевое производство,,150000,RUR,Москва,2022-11-22T17:46:35+0300
Сетевой инженер IT инфраструктуры,,,,Москва,2022-11-22T12:22:44+0300
Токарь ( Пермь ),102000,,RUR,Копейск,2022-11-22T12:08:58+0300
Модератор,,,,Москва,2022-11-22T12:53:54+0300
Менеджер проекта (Проектный офис по реализации инвестиционных проектов),,,,Нижневартовск,2022-11-22T14:13:03+0300
Механик,,,,Костанай,2022-11-22T13:42:19+0300
Программист 1С,,,,Казань,2022-11-22T17:06:07+0300
Технический директор (Главный инженер),172414,229885,RUR,Москва,2022-11-22T12:11:55+0300
Механизатор,70000,85000,RUR,Калуга,2022-11-22T16:04:33+0300
Специалист нормативно-справочной информации,,,,Кемерово,2022-11-22T14:03:18+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Малая Вишера,2022-11-22T13:33:22+0300
Оператор ЧПУ,55000,85000,RUR,Ермолино (Калужская область),2022-11-22T13:04:20+0300
"Solution Architect, Cyprus",8000,10000,EUR,Москва,2022-11-22T12:28:28+0300
Наладчик токарных автоматов и полуавтоматов,,,,Красногорский (Республика Марий Эл),2022-11-22T15:21:44+0300
Фрезеровщик (Пермь),102000,,RUR,Копейск,2022-11-22T12:04:23+0300
Специалист технической поддержки \ IT infrastructure specialist,,,,Москва,2022-11-22T15:15:11+0300
Техник ОПС,45000,50000,RUR,Подольск (Московская область),2022-11-22T16:05:15+0300
Токарь ( Пермь ),102000,,RUR,Челябинск,2022-11-22T12:08:58+0300
Разработчик 1С,150000,,RUR,Петрозаводск,2022-11-22T13:41:36+0300
Директор дворца культуры (ДКЖ им. Гагарина),50000,,RUR,Нижний Тагил,2022-11-22T12:32:16+0300
Заместитель начальника отдела системного администрирования,90000,90000,RUR,Москва,2022-11-22T16:33:03+0300
Механик по транспорту,50000,75000,RUR,Калтан,2022-11-22T12:04:05+0300
Инженер-механик,,,,Волгоград,2022-11-22T13:43:16+0300
Backend Developer (remote),,,,Белгород,2022-11-22T15:38:09+0300
Фрезеровщик (Пермь),102000,,RUR,Казань,2022-11-22T12:04:23+0300
Токарь ( Пермь ),102000,,RUR,Казань,2022-11-22T12:08:58+0300
Техник/Сервисный инженер,,,,Новороссийск,2022-11-22T12:50:03+0300
Механик,45000,,RUR,Нижний Новгород,2022-11-22T13:01:42+0300
Механизатор,70000,85000,RUR,Лобня,2022-11-22T16:04:33+0300
Токарь в Магнитогорск,113000,,RUR,Челябинск,2022-11-22T17:23:53+0300
Менеджер по продажам ( Удаленно ),80000,250000,RUR,Москва,2022-11-22T14:52:41+0300
PHP-разработчик,150000,,RUR,Москва,2022-11-22T15:59:30+0300
Руководитель направления,,,,Москва,2022-11-22T16:19:13+0300
Инженер технической поддержки,,,,Краснодар,2022-11-22T16:46:13+0300
Оператор ЧПУ,55000,85000,RUR,Часцы,2022-11-22T13:04:20+0300
Оператор ЧПУ,55000,85000,RUR,Дорохово (Московская область),2022-11-22T13:04:20+0300
Оператор плазменной машины (плазморезчик),105000,,RUR,Санкт-Петербург,2022-11-22T14:24:12+0300
Слесарь КИП и А,,80000,RUR,Жуковский,2022-11-22T14:25:06+0300
Менеджер по маркетинговым исследованиям,,,,Москва,2022-11-22T15:35:44+0300
Машинист конвейера 3 разряда,,,,Удачный,2022-11-22T12:05:57+0300
Аналитик,,,,Белгород,2022-11-22T12:27:13+0300
Журналист отдела рекламы,,,,Москва,2022-11-22T13:37:25+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Чебоксары,2022-11-22T14:05:52+0300
"С++, C# Разработчик",,,,Екатеринбург,2022-11-22T13:54:10+0300
Старший специалист Группы информационного обеспечения выпуска платежных карт,,,,Москва,2022-11-22T15:43:53+0300
Тестировщик ПО,,140000,RUR,Москва,2022-11-22T15:50:24+0300
QA Automation Engineer,,,,Москва,2022-11-22T12:02:38+0300
Менеджер отдела продаж,75100,87100,RUR,Санкт-Петербург,2022-11-22T12:11:59+0300
Оператор станков с ЧПУ (листогиб),40000,100000,RUR,Курск,2022-11-22T16:03:31+0300
Заместитель директора по хозяйственной части,30000,,RUR,Красная Горбатка,2022-11-22T14:36:39+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Нижний Новгород,2022-11-22T13:33:00+0300
Инженер ИТ поддержки,,,,Алматы,2022-11-22T14:34:56+0300
Руководитель строительного проекта,70000,,RUR,Оренбург,2022-11-22T17:19:04+0300
Токарь в Магнитогорск,113000,,RUR,Усть-Катав,2022-11-22T17:23:53+0300
Сервисный инженер по холодильному оборудованию (холодильщик),80000,,RUR,Санкт-Петербург,2022-11-22T15:55:07+0300
Аналитик-разработчик,,,,Москва,2022-11-22T15:21:04+0300
"Администратор системы (Битрикс, 1С)",60000,,RUR,Самара,2022-11-22T16:53:55+0300
Системный администратор,,40000,RUR,Сарапул,2022-11-22T12:03:55+0300
ML-инженер в Вертикали,,,,Алматы,2022-11-22T17:47:32+0300
Токарь-карусельщик,,,,Волгоград,2022-11-22T14:03:51+0300
Кредитный аналитик (крупный бизнес),50000,,RUR,Ставрополь,2022-11-22T17:14:05+0300
Фрезеровщик (Пермь),102000,,RUR,Набережные Челны,2022-11-22T12:04:23+0300
Инженер второй линии продуктовой поддержки,,,,Казань,2022-11-22T12:31:39+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Челябинск,2022-11-22T14:10:58+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Уфа,2022-11-22T14:10:58+0300
Инженер связи,29400,,RUR,Урюпинск,2022-11-22T14:32:55+0300
Оператор ЧПУ,55000,85000,RUR,Боровск,2022-11-22T13:04:20+0300
Главный механик,70000,77000,RUR,Рязань,2022-11-22T16:14:54+0300
Специалист по видеонаблюдению,,56000,RUR,Калининград,2022-11-22T13:26:24+0300
Программист C++,,130000,RUR,Москва,2022-11-22T12:29:10+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Армавир,2022-11-22T13:53:38+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Уфа,2022-11-22T14:05:52+0300
Токарь-револьверщик,160000,,RUR,Уфа,2022-11-22T14:47:24+0300
Оператор ЧПУ,55000,85000,RUR,Тучково,2022-11-22T13:04:20+0300
Оператор ЧПУ,45000,,RUR,Нижний Новгород,2022-11-22T14:19:22+0300
Старший разработчик Web,,,,Москва,2022-11-22T16:40:51+0300
Python - разработчик (ALM 2.0 Динамическое моделирование баланса),,,,Москва,2022-11-22T15:28:03+0300
Программист,19550,,RUR,Омск,2022-11-22T14:12:16+0300
Инженер слаботочных систем,25000,60000,RUR,Чебоксары,2022-11-22T12:04:07+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Ливны,2022-11-22T13:53:38+0300
Токарь ( Пермь ),102000,,RUR,Ульяновск,2022-11-22T12:08:58+0300
Токарь ( Пермь ),102000,,RUR,Тюмень,2022-11-22T12:08:58+0300
Наладчик станков с ЧПУ/Инженер-программист с ЧПУ,65000,90000,RUR,Екатеринбург,2022-11-22T13:30:07+0300
Механик,70000,100000,RUR,Петрозаводск,2022-11-22T16:05:16+0300
Эксперт,,,,Москва,2022-11-22T13:38:55+0300
Администратор проекта (цифровые технологии),,,,Москва,2022-11-22T15:12:56+0300
Оператор-техник (наладчик),45000,,RUR,Великий Новгород,2022-11-22T16:04:33+0300
Инженер электросвязи,38000,,RUR,Волгоград,2022-11-22T16:57:21+0300
Разработчик C++,,,,Санкт-Петербург,2022-11-22T13:37:55+0300
Наладчик токарных автоматов и полуавтоматов,,,,Комсомольское (Чувашская Республика),2022-11-22T15:21:23+0300
Токарь ( Пермь ),102000,,RUR,Пермь,2022-11-22T12:08:58+0300
Специалист отдела поддержки пользователей,,,,Нижний Новгород,2022-11-22T16:44:37+0300
Дизайнер,,50000,RUR,Санкт-Петербург,2022-11-22T17:21:33+0300
Инженер второй линии продуктовой поддержки,,,,Нижний Новгород,2022-11-22T12:31:39+0300
Специалист IT отдела,40000,45000,RUR,Новосибирск,2022-11-22T12:29:19+0300
Дизайнер на цветоделение,,,,Иваново (Ивановская область),2022-11-22T15:37:04+0300
Механик,60000,,RUR,Иркутск,2022-11-22T13:59:29+0300
Установщик видеонаблюдения и СКУД,,100000,RUR,Москва,2022-11-22T15:53:21+0300
Растущий PHP-разработчик / Middle / Junior+ PHP developer,80000,130000,RUR,Новочеркасск,2022-11-22T17:51:18+0300
Фрезеровщик (Пермь),102000,,RUR,Пермь,2022-11-22T12:04:23+0300
Фрезеровщик (г. Калуга),100000,115000,RUR,Белгород,2022-11-22T12:25:42+0300
Токарь,115000,,RUR,Тула,2022-11-22T15:17:24+0300
Аналитик по ценообразованию направления ВЭД,75000,90000,RUR,Пятигорск,2022-11-22T13:29:52+0300
Техник по ремонту и обслуживанию оборудования,50000,,RUR,Ростов (Ярославская область),2022-11-22T16:41:22+0300
Программист 1С,218400,218400,RUR,Москва,2022-11-22T15:31:15+0300
Арт-директор/графический дизайнер (г. Ростов-на-Дону),70000,150000,RUR,Таганрог,2022-11-22T16:50:19+0300
Заместитель директора по цифровому развитию,50000,,RUR,Киров (Кировская область),2022-11-22T15:32:55+0300
Менеджер по продажам,90000,,RUR,Санкт-Петербург,2022-11-22T14:41:23+0300
Системный администратор,,,,Курск,2022-11-22T16:58:55+0300
Фрезеровщик (г. Калуга),100000,115000,RUR,Ливны,2022-11-22T12:18:27+0300
Senior Front-End Developer (Angular) (Riga),,4000,EUR,Санкт-Петербург,2022-11-22T15:54:59+0300
Токарь,35000,70000,RUR,Нижний Новгород,2022-11-22T17:15:59+0300
Backend Developer (remote),,,,Томск,2022-11-22T15:38:09+0300
Помощник инженера по гарантии,30000,,RUR,Чебоксары,2022-11-22T16:25:41+0300
Бизнес аналитик / Системный Аналитик / Технический писатель,,,,Астана,2022-11-22T14:17:16+0300
Руководитель проекта 1С Документооборот,,,,Москва,2022-11-22T14:27:26+0300
Программист 1C,,,,Владимир,2022-11-22T17:03:27+0300
Наладчик-оператор/Оператор оконно-вклеивающей машины H+S,50000,80000,RUR,Москва,2022-11-22T13:17:18+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Ростов-на-Дону,2022-11-22T13:53:38+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Белгород,2022-11-22T13:53:38+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Волгоград,2022-11-22T13:53:38+0300
Менеджер по продукту,,,,Иваново (Ивановская область),2022-11-22T16:39:28+0300
Оператор станков с ЧПУ,70000,120000,RUR,Красногорск,2022-11-22T15:03:40+0300
Фрезеровщик (Пермь),102000,,RUR,Златоуст,2022-11-22T12:04:23+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Брянск,2022-11-22T13:53:38+0300
Наладчик станков с ЧПУ,65000,100000,RUR,Киров (Кировская область),2022-11-22T16:08:13+0300
Токарь,115000,,RUR,Рязань,2022-11-22T15:17:24+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Санкт-Петербург,2022-11-22T14:10:58+0300
Механик,40000,100000,RUR,Обнинск,2022-11-22T15:47:48+0300
Специалист по тестированию на проникновение / Pentester,150000,300000,RUR,Санкт-Петербург,2022-11-22T16:28:31+0300
Руководитель проекта,,,,Москва,2022-11-22T16:21:53+0300
Bitrix разработчик (удаленно),,,,Санкт-Петербург,2022-11-22T16:19:15+0300
Инженер/Ведущий сетевой инженер,,,,Уфа,2022-11-22T12:31:18+0300
DevOps Engineer,,,,Санкт-Петербург,2022-11-22T14:06:37+0300
Ведущий специалист поддержки пользователей Service Desk,,,,Воронеж,2022-11-22T12:27:41+0300
Экономист отдела прогнозирования и индикативного управления,20000,35000,RUR,Казань,2022-11-22T17:05:21+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Оренбург,2022-11-22T14:05:52+0300
Инженер сервисной службы,35000,,RUR,Ярославль,2022-11-22T13:09:58+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Волгоград,2022-11-22T14:05:52+0300
Инженер-программист (разработчик) 2 – 1 категории,65000,85000,RUR,Ставрополь,2022-11-22T16:31:54+0300
PHP программист,45000,100000,RUR,Казань,2022-11-22T16:50:47+0300
Сервисный инженер,,,,Вологда,2022-11-22T13:54:05+0300
Аналитик 1С,,,,Киров (Кировская область),2022-11-22T14:12:36+0300
Оператор станков с ЧПУ,50000,,RUR,Смоленск,2022-11-22T16:04:32+0300
Токарь,115000,,RUR,Тверь,2022-11-22T15:17:24+0300
ML-инженер в Вертикали,,,,Санкт-Петербург,2022-11-22T17:47:32+0300
Менеджер по инфраструктурным проектам по СНГ,,,,Москва,2022-11-22T17:36:04+0300
Ведущий инженер-программист,172640,,RUR,Санкт-Петербург,2022-11-22T16:17:07+0300
Дизайнер одежды,,,,Гродно,2022-11-22T16:14:59+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Санкт-Петербург,2022-11-22T12:31:28+0300
Сервисный инженер (инженер по автоматизации),60000,100000,RUR,Омск,2022-11-22T16:05:07+0300
Фрезеровщик (г. Калуга),100000,115000,RUR,Орел,2022-11-22T12:18:22+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Пермь,2022-11-22T14:10:58+0300
Монтажник РЭА и приборов,25000,,RUR,Богородицк,2022-11-22T15:45:59+0300
Слесарь КИП и А,,80000,RUR,посёлок Володарского (Московская область),2022-11-22T14:25:06+0300
Механизатор,70000,85000,RUR,Солнечногорск,2022-11-22T16:04:33+0300
Архитектор Java,,,,Санкт-Петербург,2022-11-22T12:46:49+0300
Токарь,65000,70000,RUR,Волжск,2022-11-22T17:17:46+0300
Ведущий продуктовый дизайнер [Путешествия],,,,Москва,2022-11-22T17:35:18+0300
Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования 4 разряд ЦСО Энергетика,,,,Волжск,2022-11-22T12:06:04+0300
Python разработчик,,,,Москва,2022-11-22T15:11:15+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Тверь,2022-11-22T13:33:11+0300
Фрезеровщик (г. Калуга),100000,115000,RUR,Курск,2022-11-22T12:25:42+0300
Технический писатель,60000,60000,RUR,Иваново (Ивановская область),2022-11-22T15:17:38+0300
Токарь-универсал (металлообработка),65000,,RUR,Киров (Кировская область),2022-11-22T13:14:38+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Тверь,2022-11-22T12:38:26+0300
"Инженер-Электромеханик по ремонту электроинструмента, насосного оборудования",45000,55000,RUR,Ижевск,2022-11-22T13:01:46+0300
Менеджер СТО,7000000,8000000,UZS,Ташкент,2022-11-22T12:47:01+0300
Инженер по информационной безопасности,,,,Самарканд,2022-11-22T13:02:52+0300
Механик по ремонту и обслуживанию садово-парковой техники,45000,90000,RUR,Петрозаводск,2022-11-22T13:04:23+0300
Механик на вышкостроении (стажер),126000,126000,RUR,Жирновск,2022-11-22T13:57:53+0300
Python developer (Openstack),,,,Москва,2022-11-22T15:14:04+0300
Старший менеджер по кредитному анализу,,,,Альметьевск,2022-11-22T13:30:24+0300
Менеджер по продажам (электрооборудование),70000,,RUR,Екатеринбург,2022-11-22T15:09:25+0300
Токарь-универсал,100000,,RUR,Воронеж,2022-11-22T15:18:41+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Орел,2022-11-22T13:53:38+0300
Токарь,115000,,RUR,Ярославль,2022-11-22T15:17:24+0300
Product Lead (Бухгалтерия),,,,Москва,2022-11-22T13:13:47+0300
Администратор проектов (м.Киевская),,,,Москва,2022-11-22T12:57:56+0300
Менеджер по продукту,,,,Ярославль,2022-11-22T16:39:07+0300
ML-инженер в Вертикали,,,,Москва,2022-11-22T17:47:32+0300
Слесарь КИП и А,,80000,RUR,Москва,2022-11-22T14:25:06+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Самара,2022-11-22T14:10:58+0300
Программист 1 С,100000,,RUR,Ижевск,2022-11-22T14:12:09+0300
Фрезеровщик,101750,107250,RUR,Челябинск,2022-11-22T14:57:04+0300
Токарь-расточник,120000,,RUR,Тула,2022-11-22T15:47:02+0300
Слесарь по ремонту автомобилей 4 разряд ЦСО ГТК,,,,Удачный,2022-11-22T12:04:43+0300
Помощник в отдел маркетинга \ Помощник в отдел экспериментов по маркетплейсам,30000,,RUR,Нижний Новгород,2022-11-22T16:15:16+0300
Наладчик КИПиА,74000,,RUR,Санкт-Петербург,2022-11-22T17:07:37+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Мурманск,2022-11-22T13:32:57+0300
Станочник,91000,,RUR,Магнитогорск,2022-11-22T15:06:46+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Старый Оскол,2022-11-22T13:53:38+0300
Продуктолог (Программы лояльности),,,,Москва,2022-11-22T12:09:49+0300
Токарь ( Пермь ),102000,,RUR,Магнитогорск,2022-11-22T12:08:58+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Нижний Новгород,2022-11-22T14:05:52+0300
Токарь,115000,,RUR,Орел,2022-11-22T15:17:24+0300
"Монтажник слаботочных систем (Видеонаблюдение, Автоматика, СКУД)",50000,70000,RUR,Казань,2022-11-22T15:02:15+0300
Слесарь-ремонтник 4 разряда ЦСО ОФ,,,,Удачный,2022-11-22T12:04:57+0300
Мастер по ремонту ноутбуков (Сервисный инженер),80000,,RUR,Нижний Новгород,2022-11-22T13:56:55+0300
Механик по транспорту,50000,75000,RUR,Осинники,2022-11-22T12:04:05+0300
Креативный продюсер Digital-проектов (ТВ/ YouTube/),,,,Москва,2022-11-22T12:45:51+0300
Scrum-мастер,,,,Москва,2022-11-22T14:47:02+0300
Программист 1С,,,,Санкт-Петербург,2022-11-22T17:44:27+0300
Инженер технической поддержки,,,,Ухта,2022-11-22T14:45:59+0300
Программист 1С,200000,,RUR,Пенза,2022-11-22T17:02:14+0300
Механик по транспорту,50000,75000,RUR,Прокопьевск,2022-11-22T12:04:05+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Курск,2022-11-22T13:53:38+0300
Слесарь КИП и А,,80000,RUR,Бронницы,2022-11-22T14:25:06+0300
Аналитик бизнес-процессов (начинающий специалист),40000,40000,RUR,Ижевск,2022-11-22T15:51:07+0300
Менеджер по проектам,,60000,RUR,Оренбург,2022-11-22T13:28:32+0300
Токарь в Санкт-Петербург,,103700,RUR,Санкт-Петербург,2022-11-22T13:33:52+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Краснодар,2022-11-22T13:53:38+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Рязань,2022-11-22T14:10:58+0300
Токарь,115000,,RUR,Липецк,2022-11-22T15:17:24+0300
Токарь в Магнитогорск,113000,,RUR,Магнитогорск,2022-11-22T17:23:53+0300
Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования 4 разряд ЦСО ОФ,,,,Удачный,2022-11-22T12:05:02+0300
Фрезеровщик,105000,,RUR,Нижний Новгород,2022-11-22T12:50:03+0300
Оператор холодноштамповочного оборудования,37000,,RUR,Липецк,2022-11-22T14:06:37+0300
Оператор станков с ЧПУ,70000,,RUR,Санкт-Петербург,2022-11-22T14:19:58+0300
Техник (сантехник/электрик),30000,50000,RUR,Ярославль,2022-11-22T16:34:27+0300
Токарь,105000,,RUR,Нижний Новгород,2022-11-22T12:42:39+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Казань,2022-11-22T14:05:52+0300
Дизайнер,20000,45000,RUR,Владикавказ,2022-11-22T12:21:40+0300
Системный администратор,28000,,RUR,Ижевск,2022-11-22T13:30:41+0300
Оператор ЧПУ,55000,85000,RUR,Калуга,2022-11-22T13:04:20+0300
Наладчик станков СЧПУ,35000,,RUR,Тверь,2022-11-22T13:07:57+0300
Оператор кромочного станка / оператор фацетного станка / обработчик стекла,60000,,RUR,Москва,2022-11-22T16:45:01+0300
Фрезеровщик (Пермь),102000,,RUR,Миасс,2022-11-22T12:04:23+0300
Токарь ( Пермь ),102000,,RUR,Миасс,2022-11-22T12:08:58+0300
Главный инженер объектов,,,,Санкт-Петербург,2022-11-22T16:58:03+0300
Ночной системный инженер мониторинга,70000,110000,RUR,Псков,2022-11-22T13:12:07+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Великий Новгород,2022-11-22T12:38:26+0300
Middle/Senior Backend Python Developer,500000,1200000,KZT,Алматы,2022-11-22T17:12:16+0300
Оператор ЧПУ,55000,85000,RUR,Можайск,2022-11-22T13:04:20+0300
Оператор лазерного станка,60000,120000,RUR,Москва,2022-11-22T16:04:00+0300
Наладчик станков с ЧПУ,65000,100000,RUR,Санкт-Петербург,2022-11-22T16:08:13+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Тула,2022-11-22T14:10:58+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Вологда,2022-11-22T14:10:58+0300
Инженер Механик ТОиР,,100000,RUR,Мирный (Республика Саха (Якутия)),2022-11-22T16:09:08+0300
Разработчик (C#),,,,Москва,2022-11-22T17:25:02+0300
Системный администратор,55000,65000,RUR,Краснодар,2022-11-22T13:07:59+0300
Инженер-монтажник слаботочных систем / Инсталлятор аудио-видео оборудования,80000,120000,RUR,Москва,2022-11-22T16:07:39+0300
Ведущий специалист по информационным технологиям,,,,Санкт-Петербург,2022-11-22T15:09:23+0300
Технический специалист,,,,Москва,2022-11-22T13:11:56+0300
Специалист сервисного центра,,,,Минск,2022-11-22T14:21:56+0300
Механик,80000,,RUR,Санкт-Петербург,2022-11-22T13:52:29+0300
Слесарь по ремонту автомобилей 6 разряд ЦСО ГТК,,,,Удачный,2022-11-22T12:04:34+0300
Токарь - универсал,110000,140000,RUR,Киров (Кировская область),2022-11-22T12:59:25+0300
Наладчик токарных автоматов и полуавтоматов,,,,Кировск (Ленинградская область),2022-11-22T15:19:04+0300
Токарь,83000,,RUR,Набережные Челны,2022-11-22T15:41:06+0300
Токарь ( Пермь ),102000,,RUR,Озерск (Челябинская область),2022-11-22T12:08:58+0300
Фрезеровщик,100000,,RUR,Казань,2022-11-22T13:25:07+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Альметьевск,2022-11-22T14:05:52+0300
Механизатор,70000,85000,RUR,Волгоград,2022-11-22T16:04:33+0300
Ведущий бизнес-аналитик по автоматизации сервисов HR,,,,Москва,2022-11-22T16:52:50+0300
