name,salary_from,salary_to,salary_currency,area_name,published_at
Продуктовый аналитик,,,,Москва,2022-11-22T12:10:04+0300
Мастер по ремонту оборудования (электронщик),80000,,RUR,Москва,2022-11-22T15:12:40+0300
Слесарь по обслуживанию и ремонту оборудования 5 разряд ЦСО ГТК,,,,Удачный,2022-11-22T12:04:18+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Волгодонск,2022-11-22T13:53:38+0300
Токарь-универсал,105800,,RUR,Ижевск,2022-11-22T15:11:48+0300
Специалист технической поддержки (2 линия),,,,Нижний Новгород,2022-11-22T13:54:20+0300
Токарь-универсал,130000,,RUR,Екатеринбург,2022-11-22T13:03:06+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Железногорск (Курская область),2022-11-22T13:53:38+0300
Техник,35000,,RUR,Аксай (Ростовская область),2022-11-22T15:23:47+0300
PHP программист,,,,Астана,2022-11-22T13:54:15+0300
Менеджер по работе с проектными организациями,80000,150000,RUR,Москва,2022-11-22T17:18:13+0300
Начальник отдела IT-сопровождения,138000,138000,RUR,Москва,2022-11-22T15:56:26+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Вологда,2022-11-22T14:05:52+0300
Системный администратор,,,,Москва,2022-11-22T17:06:23+0300
Инженер по прикладному администрированию/Инженер внедрения и сопровождения/DevOps,,,,Москва,2022-11-22T12:08:04+0300
Ландшафтный дизайнер,60000,,RUR,Уфа,2022-11-22T12:35:16+0300
Фрезеровщик,100000,,RUR,Тюмень,2022-11-22T14:14:07+0300
Эксперт по технологическим вопросам / архитектор 1С,250000,300000,RUR,Москва,2022-11-22T15:29:53+0300
Слесарь-электрик по ремонту вилочных погрузчиков,70000,150000,RUR,Москва,2022-11-22T17:17:54+0300
Full stack Developer,100000,220000,RUR,Санкт-Петербург,2022-11-22T17:20:33+0300
Руководитель проекта,,,,Санкт-Петербург,2022-11-22T17:32:33+0300
Токарь-универсал на предприятие машиностроения,50000,200000,RUR,Рязань,2022-11-22T13:22:37+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Тосно,2022-11-22T13:33:34+0300
Фрезеровщик (г. Калуга),100000,115000,RUR,Россошь,2022-11-22T12:25:42+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Брянск,2022-11-22T12:38:26+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Тула,2022-11-22T14:05:52+0300
Начальник отдела систем электронного документооборота (СЭД),,,,Санкт-Петербург,2022-11-22T14:11:47+0300
Специалист онлайн-поддержки,,,,Краснодар,2022-11-22T17:23:26+0300
PHP-разработчик (Bitrix),,,,Москва,2022-11-22T14:13:00+0300
Senior UX/UI дизайнер (Проектировщик интерфейсов),,,,Санкт-Петербург,2022-11-22T17:11:27+0300
Сервисный инженер центра технической поддержки,,,,Москва,2022-11-22T15:50:24+0300
Специалист техподдержки 1С,,,,Волгоград,2022-11-22T13:40:19+0300
Токарь,100000,,RUR,Казань,2022-11-22T12:19:18+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Борисоглебск,2022-11-22T13:53:38+0300
Механик ремонтно-эксплуатационной службы,50000,60000,RUR,Барнаул,2022-11-22T15:01:56+0300
Начальник отдела информационных технологий,120000,,RUR,Подольск (Московская область),2022-11-22T12:03:01+0300
Инженер по работе с IP устройствами и техническими средствами безопасности объекта,,,,Рязань,2022-11-22T17:15:52+0300
Наладчик электроэрозионных станков с программным управлением (ПУ),70000,,RUR,Смоленск,2022-11-22T16:22:56+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Таганрог,2022-11-22T13:53:38+0300
Консультант по внедрению ERP и MES,,,,Москва,2022-11-22T16:37:10+0300
Монтажник слаботочных систем,70,100,RUR,Москва,2022-11-22T16:06:29+0300
Программист 1С,100000,,RUR,Екатеринбург,2022-11-22T15:02:13+0300
Наладчик токарных автоматов и полуавтоматов,,,,Амурск,2022-11-22T15:19:53+0300
Старший механик сервисной группы,,,,Чита,2022-11-22T13:00:40+0300
Шлифовщик,110000,120000,RUR,Уфа,2022-11-22T13:02:29+0300
Заместитель начальника автоколонны,60000,60000,RUR,Тюмень,2022-11-22T15:23:26+0300
Наладчик станков с ЧПУ,80000,,RUR,Красногорск,2022-11-22T15:03:56+0300
Системный администратор,50000,,RUR,Тула,2022-11-22T17:56:54+0300
Наладчик станков с ЧПУ,65000,100000,RUR,Мурманск,2022-11-22T16:08:13+0300
Главный механик,60000,60000,RUR,Кемерово,2022-11-22T12:43:29+0300
Сервисный инженер/техник на АЗС Газпромнефть,50000,,RUR,Казань,2022-11-22T13:07:44+0300
Эксперт технического отдела,,,,Москва,2022-11-22T13:34:49+0300
Токарь,70000,,RUR,Санкт-Петербург,2022-11-22T15:40:53+0300
Инженер технической поддержки АРМ,35000,,RUR,Йошкар-Ола,2022-11-22T14:40:59+0300
Руководитель группы разработки систем безопасности в Такси,,,,Москва,2022-11-22T12:06:00+0300
Фрезеровщик,35000,,RUR,Йошкар-Ола,2022-11-22T16:41:18+0300
Наладчик фрезерных станков с ЧПУ,2200,2700,BYR,Минск,2022-11-22T13:33:09+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Псков,2022-11-22T12:38:26+0300
Токарь-фрезеровщик в Орел,100000,,RUR,Щекино,2022-11-22T13:53:38+0300
Механизатор,70000,85000,RUR,Долгопрудный,2022-11-22T16:04:33+0300
Ведущий специалист по поддержке инфраструктуры,,,,Уфа,2022-11-22T12:31:13+0300
Специалист по информационным технологиям,43200,43200,RUR,Брянск,2022-11-22T15:09:12+0300
VBA разработчик,,,,Санкт-Петербург,2022-11-22T17:58:38+0300
Токарь-карусельщик на производство карьерных экскаваторов,,118000,RUR,Тихвин,2022-11-22T13:33:28+0300
Токарь на оборонное предприятие в г. Калуга,,120000,RUR,Новочебоксарск,2022-11-22T14:05:52+0300
Frontend - разработчик,,,,Ростов-на-Дону,2022-11-22T15:03:37+0300
Сетевой администратор,40000,,RUR,Липецк,2022-11-22T15:42:43+0300
Фрезеровщик (Пермь),102000,,RUR,Йошкар-Ола,2022-11-22T12:04:23+0300
Программист 1С,,,,Москва,2022-11-22T12:25:00+0300
Оператор ЧПУ,55000,85000,RUR,Селятино,2022-11-22T13:04:20+0300
Программист С++,95000,,RUR,Санкт-Петербург,2022-11-22T14:10:01+0300
Электрослесарь (слесарь) дежурный и по ремонту оборудования 8 разряд ЦСО ОФ,,,,Удачный,2022-11-22T12:05:36+0300
Старший специалист по информационной безопасности,,,,Зеленоград,2022-11-22T17:46:01+0300
Наладчик станков с ЧПУ,65000,100000,RUR,Липецк,2022-11-22T16:08:13+0300
Программист 1С (УТ 11),150000,,RUR,Екатеринбург,2022-11-22T12:27:23+0300
Наладчик-оператор станков с программным управлением (г. Санкт-Петербург),110000,,RUR,Тула,2022-11-22T12:38:26+0300
Токарь-расточник,35000,,RUR,Йошкар-Ола,2022-11-22T16:39:25+0300
Ведущий специалист по технической поддержке пользователей,,,,Визинга,2022-11-22T14:10:53+0300
Оператор ЧПУ,55000,85000,RUR,Обнинск,2022-11-22T13:04:20+0300
Андроид Разработчик - Frontend Developer (mobile app),150000,200000,RUR,Санкт-Петербург,2022-11-22T15:29:52+0300
JAVA-разработчик (SAP Commerce Cloud),,,,Санкт-Петербург,2022-11-22T17:07:13+0300
Механик на вышкостроении (стажер),126000,126000,RUR,Казань,2022-11-22T13:51:54+0300
Главный специалист (Уральск),90000,90000,KZT,Уральск,2022-11-22T12:31:31+0300
Фрезеровщик на оборонное предприятие в г. Калуга,,120000,RUR,Сызрань,2022-11-22T14:10:58+0300
Инженер-наладчик,80000,,RUR,Владивосток,2022-11-22T14:31:51+0300
Аналитик / GR менеджер по Узбекистану,,,,Ташкент,2022-11-22T13:36:07+0300
Senior Frontend Developer (remote),3000,5000,EUR,Москва,2022-11-22T15:30:18+0300
Специалист-консультант информационной поддержки пользователей,100000,200000,KZT,Павлодар,2022-11-22T13:06:21+0300
Специалист технической поддержки,,,,Самара,2022-11-22T13:09:57+0300
